D0001,A065,0,0,84,F5190
D0001,A065,0,0,53,F5145
D0001,B5717,3,35,-84,F5190
D0001,B1156,36,63,-53,F5145
D0001,A065,67,67,99,F5162
D0001,B3273,71,106,-99,F5162
D0001,A065,110,110,55,F5154
D0001,A065,110,110,63,F5212
D0001,B6890,114,143,-63,F5212
D0001,B2323,144,171,-55,F5154
D0001,A065,176,176,64,F5215
D0001,B7144,180,209,-64,F5215
D0001,A065,213,213,76,F5228
D0001,A065,213,213,50,F5174
D0001,S455,222,234,1,E3296
D0001,S471,236,236,2,E3383
D0001,S444,238,241,1,E3239
D0001,S468,251,251,2,E3377
D0001,B0089,254,263,-2,E3377
D0001,S483,263,263,10,E3461
D0001,B6890,264,278,-10,E3461
D0001,S460,284,284,1,E3313
D0001,S489,289,289,2,E3500
D0001,S489,289,289,4,E3497
D0001,S455,294,294,2,E3298
D0001,S453,294,294,1,E3289
D0001,B4078,296,304,-1,E3289
D0001,B4729,307,316,-2,E3383
D0001,S463,321,321,2,E3322
D0001,B5775,322,330,-1,E3239
D0001,B3995,333,341,-1,E3313
D0001,B6407,342,351,-2,E3298
D0001,S463,355,355,5,E3331
D0001,B4494,363,371,-1,E3296
D0001,B0427,372,384,-5,E3331
D0001,S489,387,387,2,E3508
D0001,S489,387,387,2,E3505
D0001,B0557,389,398,-2,E3500
D0001,B5095,399,410,-4,E3497
D0001,S491,412,412,3,E3517
D0001,S471,415,415,1,E3382
D0001,S463,416,416,4,E3343
D0001,B1450,418,426,-1,E3382
D0001,B7579,427,436,-2,E3505
D0001,B7579,436,447,-4,E3343
D0001,B2248,448,457,-2,E3322
D0001,S468,469,469,3,E3376
D0001,S495,474,474,3,E3562
D0001,S494,474,474,1,E3544
D0001,S494,474,474,1,E3541
D0001,S494,474,474,1,E3535
D0001,B4831,475,485,-3,E3376
D0001,B5968,488,496,-1,E3541
D0001,S489,499,499,3,E3486
D0001,B8114,503,512,-2,E3508
D0001,B7533,516,526,-3,E3562
D0001,B0833,527,537,-3,E3517
D0001,S493,539,539,1,E3534
D0001,B8742,539,547,-1,E3534
D0001,B2631,550,558,-1,E3535
D0001,B6497,567,575,-1,E3544
D0001,S471,577,577,2,E3384
D0001,S464,578,578,1,E3366
D0001,S463,579,579,2,E3342
D0001,S463,579,579,1,E3333
D0001,S448,580,580,2,E3267
D0001,B7579,582,591,-2,E3342
D0001,B8614,596,605,-2,E3384
D0001,B0557,606,614,-1,E3333
D0001,B4291,615,624,-2,E3267
D0001,B5968,626,634,-1,E3366
D0001,B1186,642,652,-3,E3486
D0001,B8310,659,690,-76,F5228
D0001,B4078,692,718,-50,F5174
